FIPS,POP_ESTIMATE_2023
29043,"94,422"
29045,"6,641"
29047,"259,772"
29049,"21,548"
29051,"77,278"
29053,"16,947"
29055,"22,719"
29057,"7,716"
29059,"17,768"
29061,"8,551"
29063,"9,899"
29065,"14,647"
29067,"12,228"
29069,"27,032"
29071,"106,404"
29073,"14,705"
29075,"6,287"
29077,"304,611"
29079,"9,815"
29081,"8,220"
29083,"22,485"
29085,"8,718"
29087,"4,248"
29089,"10,101"
29091,"40,735"
29093,"9,440"
29095,"718,560"
29097,"125,056"
29099,"231,230"
29101,"54,962"
29103,"3,723"
29105,"36,680"
29107,"33,196"
29109,"38,872"
29111,"9,818"
29113,"64,699"
29115,"11,791"
29117,"14,557"
29119,"23,903"
29121,"15,161"
29123,"12,698"
29125,"8,430"
29127,"28,336"
29129,"3,469"
29131,"25,590"
29133,"11,822"
29135,"15,256"
29137,"8,698"
29139,"11,459"
29141,"21,970"
29143,"15,424"
29145,"60,677"
29147,"20,695"
29149,"8,720"
29151,"13,468"
29153,"8,970"
29155,"14,613"
29157,"18,950"
29159,"43,530"
29161,"45,284"
29163,"17,935"
29165,"111,940"
29167,"32,780"
29169,"53,812"
29171,"4,638"
29173,"10,489"
29175,"24,109"
29177,"23,182"
29179,"5,950"
29181,"10,806"
29183,"416,659"
29185,"9,752"
29186,"18,642"
29187,"67,058"
29189,"987,059"
29195,"23,049"
29197,"4,053"
29199,"4,676"
29201,"37,889"
29203,"7,238"
29205,"5,931"
29207,"28,397"
29209,"32,658"
29211,"5,797"
29213,"56,775"
29215,"25,619"
29217,"19,710"
29219,"37,806"
29221,"23,534"
29223,"10,811"
29225,"41,472"
29227,"1,907"
29229,"19,403"
29510,"281,754"
30000,"1,132,812"
30001,"9,885"
30003,"12,751"
30005,"6,899"
30007,"8,032"
30009,"11,419"
30011,"1,418"
30013,"84,900"
30015,"5,847"
30017,"11,985"
30019,"1,633"
30021,"8,810"
30023,"9,673"
30025,"2,994"
30027,"11,772"
30029,"113,679"
30031,"126,409"
30033,"1,211"
30035,"13,609"
30037,835
30039,"3,595"
30041,"16,276"
30043,"13,048"
30045,"2,093"
30047,"33,338"
30049,"75,011"
30051,"1,974"
30053,"21,895"
30055,"1,676"
30057,"9,521"
30059,"2,071"
30061,"5,090"
30063,"121,849"
30065,"5,308"
30067,"17,903"
30069,554
30071,"4,249"
30073,"6,125"
30075,"1,743"
30077,"7,133"
30079,"1,112"
30081,"47,738"
30083,"11,173"
30085,"10,319"
30087,"8,160"
30089,"13,684"
30091,"3,498"
30093,"36,360"
30095,"9,173"
30097,"3,763"
30099,"6,430"
30101,"5,133"
30103,772
30105,"7,474"
30107,"2,057"
30109,910
30111,"170,843"
31000,"1,978,379"
31001,"30,899"
31003,"6,302"
31005,412
31007,674
31009,436
31011,"5,310"
31013,"10,692"
31015,"1,725"
31017,"2,853"
31019,"50,697"
31021,"6,727"
31023,"8,459"
31025,"27,446"
31027,"8,262"
31029,"3,724"
31031,"5,492"
31033,"9,541"
31035,"6,116"
31037,"10,566"
31039,"8,918"
31041,"10,581"
31043,"21,268"
31045,"8,133"
31047,"24,085"
31049,"1,871"
31051,"5,491"
31053,"37,187"
31055,"589,540"
31057,"1,561"
31059,"5,548"
31061,"2,825"
31063,"2,585"
31065,"4,556"
31067,"21,634"
31069,"1,794"
31071,"1,763"
31073,"1,847"
31075,565
31077,"2,219"
31079,"62,197"
31081,"9,537"
31083,"3,045"
31085,846
31087,"2,552"
31089,"10,093"
31091,679
31093,"6,527"
31095,"7,054"
31097,"5,198"
31099,"6,770"
31101,"8,113"
31103,805
31105,"3,289"
31107,"8,298"
31109,"326,716"
31111,"33,365"
31113,655
31115,592
31117,383
31119,"35,627"
31121,"7,755"
31123,"4,504"
31125,"3,274"
31127,"7,076"
31129,"4,095"
31131,"16,335"
31133,"2,512"
31135,"2,795"
31137,"9,057"
31139,"7,299"
31141,"34,609"
31143,"5,228"
31145,"10,457"
31147,"7,689"
31149,"1,271"
31151,"14,555"
31153,"199,886"
31155,"23,463"
31157,"35,699"
31159,"17,671"
31161,"4,928"
31163,"2,983"
31165,"1,154"
31167,"5,856"
31169,"4,829"
31171,677
31173,"6,557"
31175,"4,012"
31177,"21,152"
31179,"9,874"
31181,"3,351"
31183,775
31185,"14,356"
32000,"3,194,176"
32001,"25,803"
32003,"2,336,573"
32005,"49,545"
32007,"54,293"
32009,736
32011,"1,917"
32013,"17,136"
32015,"5,769"
32017,"4,452"
32019,"62,583"
32021,"4,528"
32023,"55,720"
32027,"6,364"
32029,"4,177"
32031,"498,022"
32033,"8,522"
32510,"58,036"
33000,"1,402,054"
33001,"65,027"
33003,"52,448"
33005,"77,703"
33007,"31,372"
33009,"93,146"
33011,"427,354"
33013,"157,103"
33015,"320,689"
33017,"133,243"
33019,"43,969"
34000,"9,290,841"
34001,"275,213"
34003,"957,736"
34005,"469,167"
34007,"527,196"
34009,"94,610"
34011,"152,326"
34013,"851,117"
34015,"308,423"
34017,"705,472"
34019,"130,183"
34021,"381,671"
34023,"863,623"
34025,"642,799"
34027,"514,423"
34029,"659,197"
34031,"513,395"
34033,"65,338"
34035,"348,842"
34037,"146,132"
34039,"572,726"
34041,"111,252"
35000,"2,114,371"
35001,"671,586"
35003,"3,825"
35005,"63,561"
35006,"26,780"
35007,"12,255"
35009,"47,222"
35011,"1,657"
35013,"225,210"
35015,"60,275"
35017,"27,472"
35019,"4,292"
35021,624
35023,"3,965"
35025,"72,101"
35027,"20,029"
35028,"19,444"
35029,"25,316"
35031,"68,797"
35033,"4,123"
35035,"68,835"
35037,"8,510"
35039,"39,876"
35041,"18,787"
35043,"155,936"
35045,"120,675"
35047,"26,668"
35049,"155,956"
35051,"11,488"
35053,"15,963"
35055,"34,405"
35057,"15,633"
35059,"3,964"
35061,"79,141"
36000,"19,571,216"
36001,"316,659"
36003,"46,651"
36005,"1,356,476"
36007,"196,077"
36009,"75,600"
36011,"74,485"
36013,"124,891"
36015,"81,325"
36017,"45,920"
36019,"78,115"
36021,"60,470"
36023,"45,752"
36025,"44,410"
36027,"297,150"
36029,"946,147"
36031,"36,775"
36033,"46,502"
36035,"52,234"
36037,"57,529"
36039,"47,062"
36041,"5,082"
36043,"59,484"
36045,"114,787"
36047,"2,561,225"
36049,"26,548"
36051,"61,158"
36053,"66,921"
36055,"748,482"
36057,"49,368"
36059,"1,381,715"
36061,"1,597,451"
36063,"209,457"
36065,"227,555"
36067,"467,873"
36069,"112,494"
36071,"407,470"
36073,"39,124"
36075,"118,162"
36077,"60,126"
36079,"98,060"
36081,"2,252,196"
36083,"159,305"
36085,"490,687"
36087,"340,807"
36089,"106,940"
36091,"238,711"
36093,"159,902"
36095,"30,105"
36097,"17,507"
36099,"32,349"
36101,"92,162"
36103,"1,523,170"
36105,"79,920"
36107,"47,715"
36109,"103,558"
36111,"182,333"
36113,"65,380"
36115,"60,047"
36117,"90,829"
36119,"990,817"
36121,"39,532"
36123,"24,472"
37000,"10,835,491"
37001,"179,165"
37003,"36,473"
37005,"11,342"
37007,"21,897"
37009,"27,063"
37011,"17,561"
37013,"44,481"
37015,"16,922"
37017,"29,484"
37019,"159,964"
37021,"275,901"
37023,"88,338"
37025,"240,016"
37027,"80,574"
37029,"11,137"
37031,"69,615"
37033,"22,807"
37035,"164,645"
37037,"81,624"
37039,"29,959"
37041,"13,891"
37043,"11,864"
37045,"101,378"
37047,"50,121"
37049,"102,391"
37051,"337,890"
37053,"31,593"
37055,"38,110"
37057,"174,804"
37059,"44,599"
37061,"49,520"
37063,"336,892"
37065,"48,832"
37067,"392,921"
37069,"77,001"
37071,"237,242"
37073,"10,343"
37075,"8,052"
37077,"62,192"
37079,"20,530"
37081,"549,866"
37083,"47,298"
37085,"141,477"
37087,"62,969"
37089,"119,230"
37091,"19,453"
37093,"54,446"
37095,"4,607"
37097,"199,710"
37099,"44,574"
37101,"241,955"
37103,"9,401"
37105,"67,059"
37107,"54,895"
37109,"95,675"
37111,"44,893"
37113,"38,412"
37115,"22,071"
37117,"21,447"
37119,"1,163,701"
37121,"14,999"
37123,"26,085"
37125,"106,898"
37127,"96,551"
37129,"238,852"
37131,"16,715"
37133,"213,676"
37135,"150,626"
37137,"12,423"
37139,"41,444"
37141,"68,521"
37143,"13,377"
37145,"39,737"
37147,"175,119"
37149,"20,060"
37151,"147,458"
37153,"42,324"
37155,"117,365"
37157,"92,518"
37159,"151,661"
37161,"65,507"
37163,"59,601"
37165,"34,376"
37167,"65,699"
37169,"45,532"
37171,"71,462"
37173,"13,916"
37175,"33,549"
37177,"3,461"
37179,"256,452"
37181,"42,301"
37183,"1,190,275"
37185,"18,836"
37187,"10,713"
37189,"54,748"
37191,"118,686"
37193,"66,013"
37195,"78,970"
37197,"37,774"
37199,"18,938"
38000,"783,926"
38001,"2,163"
38003,"10,726"
38005,"5,745"
38007,"1,034"
38009,"6,349"
38011,"2,867"
38013,"2,134"
38015,"100,012"
38017,"196,362"
38019,"3,596"
38021,"4,900"
38023,"2,135"
38025,"4,019"
38027,"2,263"
38029,"3,224"
38031,"3,309"
38033,"1,743"
38035,"72,708"
38037,"2,215"
38039,"2,248"
38041,"2,415"
38043,"2,342"
38045,"4,096"
38047,"1,869"
38049,"5,131"
38051,"2,488"
38053,"14,252"
38055,"9,832"
38057,"8,309"
38059,"33,895"
38061,"9,383"
38063,"2,991"
38065,"1,879"
38067,"6,661"
38069,"3,902"
38071,"11,463"
38073,"5,603"
38075,"2,279"
38077,"16,558"
38079,"11,728"
38081,"3,776"
38083,"1,266"
38085,"3,643"
38087,674
38089,"33,001"
38091,"1,782"
38093,"21,392"
38095,"2,030"
38097,"7,908"
38099,"10,305"
38101,"68,332"
38103,"3,876"
38105,"39,113"
39000,"11,785,935"
39001,"27,521"
39003,"100,838"
39005,"52,190"
39007,"96,845"
39009,"62,706"
39011,"46,050"
39013,"64,918"
39015,"43,777"
39017,"393,043"
39019,"26,758"
39021,"38,845"
39023,"134,610"
39025,"211,972"
39027,"41,938"
39029,"100,182"
39031,"36,869"
39033,"41,529"
39035,"1,233,088"
39037,"51,415"
39039,"38,315"
39041,"231,636"
39043,"74,035"
39045,"165,360"
39047,"28,817"
39049,"1,326,063"
39051,"42,007"
39053,"28,986"
39055,"95,407"
39057,"169,691"
39059,"38,089"
39061,"827,058"
39063,"74,704"
39065,"30,368"
39067,"14,159"
39069,"27,520"
39071,"43,614"
39073,"27,540"
39075,"44,386"
39077,"58,199"
39079,"32,606"
39081,"64,026"
39083,"63,320"
39085,"231,640"
39087,"56,118"
39089,"183,201"
39091,"46,057"
39093,"317,910"
39095,"425,484"
39097,"44,602"
39099,"225,596"
39101,"64,851"
39103,"184,042"
39105,"21,767"
39107,"42,439"
39109,"110,876"
39111,"13,153"
39113,"533,796"
39115,"13,646"
39117,"35,595"
39119,"86,305"
39121,"14,311"
39123,"39,803"
39125,"18,706"
39127,"35,551"
39129,"61,086"
39131,"27,001"
39133,"162,665"
39135,"40,556"
39137,"34,199"
39139,"125,064"
39141,"76,501"
39143,"58,709"
39145,"71,969"
39147,"54,527"
39149,"47,765"
39151,"372,716"
39153,"535,733"
39155,"200,373"
39157,"91,874"
39159,"69,637"
39161,"28,704"
39163,"12,474"
39165,"252,148"
39167,"58,577"
39169,"116,510"
39171,"36,591"
39173,"132,650"
39175,"21,457"
40000,"4,053,824"
40001,"19,627"
40003,"5,673"
40005,"14,525"
40007,"5,018"
40009,"22,042"
40011,"8,539"
40013,"48,967"
40015,"26,214"
40017,"175,829"
40019,"48,596"
40021,"48,185"
40023,"14,276"
40025,"2,191"
40027,"301,193"
40029,"5,266"
40031,"121,574"
40033,"5,427"
40035,"14,494"
40037,"73,332"
40039,"28,266"
40041,"41,703"
40043,"4,286"
40045,"3,648"
40047,"62,023"
40049,"25,865"
40051,"57,375"
40053,"4,083"
40055,"5,466"
40057,"2,392"
40059,"3,190"
40061,"11,832"
40063,"13,436"
40065,"24,669"
40067,"5,347"
40069,"10,216"
40071,"43,641"
40073,"15,481"
40075,"8,398"
40077,"9,526"
40079,"49,596"
40081,"34,562"
40083,"53,029"
40085,"10,296"
40087,"47,072"
40089,"30,660"
40091,"19,603"
40093,"7,581"
40095,"15,970"
40097,"39,889"
40099,"13,754"
40101,"66,677"
40103,"10,832"
40105,"9,438"
40107,"11,300"
40109,"808,866"
40111,"37,035"
40113,"46,130"
40115,"30,287"
40117,"15,864"
40119,"83,352"
40121,"43,479"
40123,"38,396"
40125,"73,791"
40127,"10,800"
40129,"3,295"
40131,"100,248"
40133,"23,565"
40135,"40,291"
40137,"44,014"
40139,"20,371"
40141,"6,869"
40143,"682,868"
40145,"89,280"
40147,"53,706"
40149,"10,736"
40151,"8,564"
40153,"19,947"
41000,"4,233,358"
41001,"16,912"
41003,"97,713"
41005,"423,173"
41007,"41,102"
41009,"53,880"
41011,"64,212"
41013,"26,952"
41015,"23,296"
41017,"208,513"
41019,"112,435"
41021,"2,026"
41023,"7,215"
41025,"7,440"
41027,"23,745"
41029,"220,768"
41031,"25,454"
41033,"87,821"
41035,"70,003"
41037,"8,293"
41039,"381,181"
41041,"50,821"
41043,"131,496"
41045,"32,044"
41047,"346,741"
41049,"12,302"
41051,"789,698"
41053,"89,805"
41055,"1,951"
41057,"27,417"
41059,"80,053"
41061,"25,944"
41063,"7,674"
41065,"26,333"
41067,"598,865"
41069,"1,436"
41071,"108,644"
42000,"12,961,683"
42001,"106,748"
42003,"1,224,825"
42005,"64,074"
42007,"165,631"
42009,"47,350"
42011,"432,821"
42013,"120,273"
42015,"59,695"
42017,"645,984"
42019,"198,413"
42021,"130,668"
42023,"4,380"
42025,"65,458"
42027,"157,795"
42029,"549,784"
42031,"36,970"
42033,"77,090"
42035,"37,607"
42037,"65,439"
42039,"82,001"
42041,"270,738"
42043,"289,234"
42045,"576,720"
42047,"30,198"
42049,"267,571"
42051,"123,915"
42053,"6,449"
42055,"157,854"
42057,"14,468"
42059,"34,357"
42061,"43,514"
42063,"83,094"
42065,"43,612"
42067,"23,243"
42069,"216,123"
42071,"558,589"
42073,"84,472"
42075,"144,252"
42077,"377,754"
42079,"327,388"
42081,"112,724"
42083,"39,519"
42085,"108,503"
42087,"45,922"
42089,"166,053"
42091,"868,742"
42093,"17,860"
42095,"319,091"
42097,"90,120"
42099,"46,083"
42101,"1,550,542"
42103,"61,247"
42105,"15,999"
42107,"143,786"
42109,"39,717"
42111,"72,197"
42113,"5,834"
42115,"38,109"
42117,"40,840"
42119,"42,042"
42121,"49,431"
42123,"37,572"
42125,"210,232"
42127,"51,262"
42129,"351,163"
42131,"25,902"
42133,"464,640"
44000,"1,095,962"
44001,"50,255"
44003,"171,278"
44005,"83,832"
44007,"660,615"
44009,"129,982"
45000,"5,373,555"
45001,"24,434"
45003,"177,130"
45005,"7,369"
45007,"213,076"
45009,"12,974"
45011,"20,447"
45013,"198,979"
45015,"255,217"
45017,"14,186"
45019,"424,367"
45021,"56,714"
45023,"32,226"
45025,"44,031"
45027,"31,004"
45029,"38,874"
45031,"62,416"
45033,"27,698"
45035,"169,833"
45037,"27,607"
45039,"20,422"
45041,"137,214"
45043,"65,731"
45045,"558,036"
45047,"69,460"
45049,"18,122"
45051,"397,478"
45053,"33,544"
45055,"69,905"
45057,"108,215"
45059,"68,873"
45061,"15,967"
45063,"309,528"
45065,"9,941"
45067,"28,508"
45069,"25,704"
45071,"38,825"
45073,"81,221"
45075,"82,820"
45077,"135,495"
45079,"425,138"
45081,"19,123"
45083,"356,698"
45085,"104,165"
45087,"26,629"
45089,"29,891"
45091,"298,320"
46000,"919,318"
46003,"2,782"
46005,"19,591"
46007,"3,305"
46009,"7,065"
46011,"35,980"
46013,"37,733"
46015,"5,311"
46017,"1,884"
46019,"10,863"
46021,"1,340"
46023,"9,240"
46025,"3,948"
46027,"15,431"
46029,"28,971"
46031,"3,782"
46033,"9,117"
46035,"19,922"
46037,"5,451"
46039,"4,354"
46041,"5,208"
46043,"2,838"
46045,"4,057"
46047,"7,393"
46049,"2,151"
46051,"7,553"
46053,"4,018"
46055,"1,851"
46057,"6,451"
46059,"3,107"
46061,"3,471"
46063,"1,324"
46065,"17,624"
46067,"7,394"
46069,"1,186"
46071,"2,776"
46073,"1,660"
46075,855
46077,"5,276"
46079,"11,031"
46081,"28,053"
46083,"73,238"
46085,"3,705"
46087,"5,809"
46089,"2,334"
46091,"4,390"
46093,"30,954"
46095,"1,851"
46097,"2,280"
46099,"206,930"
46101,"6,450"
46102,"13,434"
46103,"115,903"
46105,"2,834"
46107,"2,413"
46109,"10,206"
46111,"2,399"
46115,"6,166"
46117,"3,043"
46119,"1,494"
46121,"9,199"
46123,"5,621"
46125,"9,027"
46127,"17,183"
46129,"5,269"
46135,"23,517"
46137,"2,322"
47000,"7,126,489"
47001,"80,234"
47003,"53,055"
47005,"16,103"
47007,"15,060"
47009,"141,456"
47011,"111,579"
47013,"40,223"
47015,"15,063"
47017,"28,860"
47019,"57,022"
47021,"42,254"
47023,"17,606"
47025,"32,654"
47027,"7,714"
47029,"37,404"
47031,"60,633"
47033,"13,982"
47035,"64,760"
47037,"712,334"
47039,"11,656"
47041,"21,225"
47043,"56,729"
47045,"36,498"
47047,"44,175"
47049,"19,696"
47051,"44,654"
47053,"51,045"
47055,"30,721"
47057,"24,681"
47059,"72,577"
47061,"13,955"
47063,"66,216"
47065,"379,864"
47067,"6,956"
47069,"25,567"
47071,"27,229"
47073,"58,600"
47075,"17,328"
47077,"28,070"
47079,"32,554"
47081,"25,826"
47083,"8,393"
47085,"19,209"
47087,"12,363"
47089,"57,838"
47091,"18,375"
47093,"500,669"
47095,"6,347"
47097,"24,610"
47099,"46,114"
47101,"13,066"
47103,"36,169"
47105,"60,591"
47107,"55,678"
47109,"26,163"
47111,"26,793"
47113,"99,193"
47115,"29,382"
47117,"36,961"
47119,"110,760"
47121,"13,691"
47123,"48,594"
47125,"239,872"
47127,"6,748"
47129,"21,573"
47131,"30,411"
47133,"23,327"
47135,"8,891"
47137,"5,128"
47139,"18,033"
47141,"83,844"
47143,"33,924"
47145,"56,096"
47147,"76,776"
47149,"367,101"
47151,"22,171"
47153,"17,161"
47155,"99,415"
47157,"910,042"
47159,"20,538"
47161,"14,222"
47163,"162,135"
47165,"207,994"
47167,"62,015"
47169,"12,271"
47171,"17,756"
47173,"20,741"
47175,"6,493"
47177,"42,638"
47179,"138,420"
47181,"16,066"
47183,"33,084"
47185,"28,692"
47187,"264,460"
47189,"163,674"
48000,"30,503,301"
48001,"57,736"
48003,"18,664"
48005,"87,319"
48007,"25,374"
48009,"9,029"
48011,"1,832"
48013,"51,784"
48015,"31,677"
48017,"6,672"
48019,"22,637"
48021,"110,778"
48023,"3,463"
48025,"30,850"
48027,"393,193"
48029,"2,087,679"
48031,"13,048"
48033,572
48035,"18,996"
48037,"91,687"
48039,"398,938"
48041,"244,703"
48043,"9,513"
48045,"1,445"
48047,"6,848"
48049,"38,709"
48051,"19,475"
48053,"53,991"
48055,"49,859"
48057,"19,696"
48059,"14,374"
48061,"426,710"
48063,"13,000"
48065,"5,878"
48067,"28,659"
48069,"7,227"
48071,"53,876"
48073,"52,217"
48075,"6,788"
48077,"10,738"
48079,"2,509"
48081,"3,352"
48083,"7,842"
48085,"1,195,359"
48087,"2,563"
48089,"21,117"
48091,"193,928"
48093,"14,050"
48095,"3,297"
48097,"43,782"
48099,"84,878"
48101,"1,294"
48103,"4,574"
48105,"2,858"
48107,"4,917"
48109,"2,196"
48111,"7,237"
48113,"2,606,358"
48115,"12,004"
48117,"18,347"
48119,"5,520"
48121,"1,007,703"
48123,"19,929"
48125,"1,711"
48127,"8,257"
48129,"3,214"
48131,"9,604"
48133,"18,037"
48135,"164,494"
48137,"1,393"
48139,"222,829"
48141,"869,880"
48143,"44,195"
48145,"17,286"
48147,"37,571"
48149,"25,474"
48151,"3,612"
48153,"5,090"
48155,"1,079"
48157,"916,778"
48159,"10,735"
48161,"20,441"
48163,"17,987"
48165,"22,523"
48167,"361,744"
48169,"4,517"
48171,"27,733"
48173,"1,141"
48175,"7,144"
48177,"19,930"
48179,"20,916"
48181,"146,907"
48183,"126,243"
48185,"32,384"
48187,"188,454"
48189,"31,761"
48191,"2,818"
48193,"8,619"
48195,"5,071"
48197,"3,490"
48199,"58,261"
48201,"4,835,125"
48203,"70,895"
48205,"5,145"
48207,"5,385"
48209,"280,486"
48211,"3,189"
48213,"86,158"
48215,"898,471"
48217,"38,101"
48219,"21,460"
48221,"67,774"
48223,"38,172"
48225,"22,066"
48227,"30,554"
48229,"3,451"
48231,"113,347"
48233,"20,033"
48235,"1,549"
48237,"8,875"
48239,"15,221"
48241,"32,694"
48243,"1,856"
48245,"251,496"
48247,"4,720"
48249,"38,662"
48251,"202,906"
48253,"20,381"
48255,"15,018"
48257,"185,690"
48259,"50,537"
48261,343
48263,734
48265,"53,915"
48267,"4,442"
48269,217
48271,"3,148"
48273,"30,069"
48275,"3,302"
48277,"51,127"
48279,"12,711"
48281,"23,262"
48283,"6,537"
48285,"20,571"
48287,"18,240"
48289,"16,538"
48291,"108,272"
48293,"22,250"
48295,"2,906"
48297,"11,584"
48299,"22,875"
48301,43
48303,"320,940"
48305,"5,761"
48307,"7,452"
48309,"268,583"
48311,568
48313,"13,742"
48315,"9,571"
48317,"5,216"
48319,"3,931"
48321,"36,359"
48323,"57,762"
48325,"54,797"
48327,"1,958"
48329,"177,108"
48331,"25,951"
48333,"4,548"
48335,"9,075"
48337,"21,598"
48339,"711,354"
48341,"21,190"
48343,"12,066"
48345,"1,020"
48347,"65,375"
48349,"55,635"
48351,"12,039"
48353,"14,306"
48355,"352,289"
48357,"9,704"
48359,"1,783"
48361,"85,722"
48363,"29,747"
48365,"22,838"
48367,"173,494"
48369,"9,617"
48371,"14,623"
48373,"54,186"
48375,"114,647"
48377,"5,795"
48379,"12,986"
48381,"148,255"
48383,"3,141"
48385,"2,854"
48387,"11,678"
48389,"11,770"
48391,"6,666"
48393,840
48395,"17,267"
48397,"131,307"
48399,"9,868"
48401,"53,079"
48403,"10,106"
48405,"7,833"
48407,"28,936"
48409,"70,660"
48411,"5,845"
48413,"2,391"
48415,"16,212"
48417,"3,229"
48419,"24,179"
48421,"2,678"
48423,"245,209"
48425,"9,888"
48427,"65,934"
48429,"9,343"
48431,"1,397"
48433,"1,218"
48435,"3,221"
48437,"6,955"
48439,"2,182,947"
48441,"146,836"
48443,687
48445,"11,547"
48447,"1,526"
48449,"31,357"
48451,"119,057"
48453,"1,334,961"
48455,"14,228"
48457,"20,382"
48459,"43,281"
48461,"3,109"
48463,"24,960"
48465,"47,720"
48467,"64,000"
48469,"91,664"
48471,"81,268"
48473,"63,553"
48475,"10,966"
48477,"37,007"
48479,"269,148"
48481,"41,739"
48483,"4,804"
48485,"130,180"
48487,"12,522"
48489,"20,037"
48491,"697,191"
48493,"54,183"
48495,"7,414"
48497,"78,097"
48499,"47,921"
48501,"7,468"
48503,"18,124"
48505,"13,736"
48507,"9,312"
49000,"3,417,734"
49001,"7,233"
49003,"62,684"
49005,"142,393"
49007,"20,609"
49009,992
49011,"373,207"
49013,"20,477"
49015,"10,144"
49017,"5,314"
49019,"9,706"
49021,"64,211"
49023,"13,023"
49025,"8,425"
49027,"13,437"
49029,"13,000"
49031,"1,550"
49033,"2,670"
49035,"1,185,813"
49037,"14,358"
49039,"30,277"
49041,"22,344"
49043,"42,759"
49045,"82,051"
49047,"37,747"
49049,"719,174"
49051,"37,144"
49053,"202,452"
49055,"2,614"
49057,"271,926"
50000,"647,464"
50001,"37,720"
50003,"37,183"
50005,"30,610"
50007,"169,481"
50009,"6,010"
50011,"50,994"
50013,"7,467"
50015,"26,060"
50017,"29,943"
50019,"27,516"
50021,"60,271"
50023,"60,142"
50025,"45,966"
50027,"58,101"
51000,"8,715,698"
51001,"33,239"
51003,"115,676"
51005,"14,595"
51007,"13,480"
51009,"31,396"
51011,"16,864"
51013,"234,162"
51015,"78,247"
51017,"4,051"
51019,"81,525"
51021,"6,179"
51023,"34,125"
51025,"15,749"
51027,"19,087"
51029,"16,978"
51031,"55,270"
51033,"32,640"
51035,"29,239"
51036,"6,610"
51037,"11,336"
51041,"383,876"
51043,"15,466"
51045,"4,843"
51047,"54,973"
51049,"9,878"
51051,"13,640"
51053,"28,343"
51057,"10,598"
51059,"1,141,878"
51061,"75,165"
51063,"15,679"
51065,"28,462"
51067,"55,549"
51069,"95,994"
51071,"16,457"
51073,"40,057"
51075,"27,197"
51077,"15,285"
51079,"21,301"
51081,"11,133"
51083,"33,432"
51085,"114,148"
51087,"334,760"
51089,"49,702"
51091,"2,339"
51093,"40,711"
51095,"82,654"
51097,"6,720"
51099,"28,568"
51101,"19,030"
51103,"10,859"
51105,"21,745"
51107,"436,347"
51109,"41,037"
51111,"12,038"
51113,"14,128"
51115,"8,514"
51117,"30,648"
51119,"10,924"
51121,"98,666"
51125,"14,705"
51127,"26,134"
51131,"12,021"
51133,"12,391"
51135,"15,566"
51137,"38,574"
51139,"23,741"
51141,"17,509"
51143,"59,571"
51145,"32,105"
51147,"22,049"
51149,"42,871"
51153,"489,640"
51155,"33,655"
51157,"7,414"
51159,"9,184"
51161,"97,026"
51163,"22,358"
51165,"86,568"
51167,"25,477"
51169,"21,433"
51171,"45,228"
51173,"29,216"
51175,"17,975"
51177,"149,588"
51179,"165,428"
51181,"6,593"
51183,"10,757"
51185,"39,120"
51187,"41,843"
51191,"54,050"
51193,"19,013"
51195,"35,174"
51197,"28,104"
51199,"70,952"
51510,"155,230"
51520,"16,807"
51530,"6,566"
51540,"44,983"
51550,"253,886"
51570,"18,393"
51580,"5,545"
51590,"41,837"
51595,"5,463"
51600,"25,144"
51610,"14,685"
51620,"8,339"
51630,"28,928"
51640,"6,717"
51650,"137,098"
51660,"51,082"
51670,"22,752"
51678,"7,528"
51680,"79,535"
51683,"42,696"
51685,"16,361"
51690,"13,763"
51700,"183,118"
51710,"230,930"
51720,"3,492"
51730,"33,309"
51735,"12,635"
51740,"96,793"
51750,"16,971"
51760,"229,247"
51770,"97,171"
51775,"25,600"
51790,"25,915"
51800,"100,659"
51810,"453,649"
51820,"23,182"
51830,"15,847"
51840,"27,617"
53000,"7,812,880"
53001,"20,820"
53003,"22,549"
53005,"215,219"
53007,"79,997"
53009,"77,616"
53011,"521,150"
53013,"4,053"
53015,"112,864"
53017,"44,798"
53019,"7,497"
53021,"99,034"
53023,"2,363"
53025,"102,678"
53027,"77,290"
53029,"86,267"
53031,"33,714"
53033,"2,271,380"
53035,"277,658"
53037,"45,508"
53039,"23,589"
53041,"86,154"
53043,"11,738"
53045,"68,389"
53047,"43,712"
53049,"24,200"
53051,"14,361"
53053,"928,696"
53055,"18,566"
53057,"131,417"
53059,"12,640"
53061,"844,761"
53063,"551,455"
53065,"48,837"
53067,"299,003"
53069,"4,765"
53071,"61,568"
53073,"231,919"
53075,"48,012"
53077,"256,643"
54000,"1,770,071"
54001,"15,378"
54003,"132,440"
54005,"20,576"
54007,"12,162"
54009,"21,373"
54011,"92,082"
54013,"5,959"
54015,"7,783"
54017,"7,680"
54019,"39,072"
54021,"7,254"
54023,"10,921"
54025,"32,149"
54027,"23,649"
54029,"28,145"
54031,"14,251"
54033,"64,639"
54035,"27,593"
54037,"59,787"
54039,"174,805"
54041,"16,500"
54043,"19,701"
54045,"30,827"
54047,"17,439"
54049,"55,807"
54051,"29,405"
54053,"24,765"
54055,"58,057"
54057,"26,867"
54059,"22,023"
54061,"107,718"
54063,"12,382"
54065,"17,649"
54067,"24,169"
54069,"41,194"
54071,"6,029"
54073,"7,428"
54075,"7,765"
54077,"34,099"
54079,"56,962"
54081,"72,356"
54083,"27,350"
54085,"8,167"
54087,"13,743"
54089,"11,581"
